,id,title,weighted_rating,genre_embedding,keywords_embedding,year
1327,449563,Isn't It Romantic,6.277629523084823,"[-0.06147273 -0.6271902   0.4500451   0.76660043 -0.32861602 -0.00756479
  0.37712094 -0.12575246]","[-0.16017434 -0.47249332  0.21812019  0.250553    0.10967022 -0.27291256
  0.28968588  0.10410672 -0.19934276  0.11348691  0.35249174 -0.16637208
  0.11632649 -0.44255733  0.08996898  0.01960983 -0.03008819 -0.06222877
  0.15296532  0.4928215   0.55874956  0.37715393  0.41112208 -0.08663173
  0.02012912  0.1066222  -0.39491928  0.03517311 -0.03248625 -0.3303234
 -0.01972595  0.24088474]",0.9682539682539666
1328,9804,Waterworld,6.249250780856576,"[ 0.08778477 -0.59489363  0.36260474  0.8192935  -0.3515774  -0.0792584
  0.43743804 -0.09110508]","[-0.17021321 -0.44633615  0.20338184  0.28776544  0.10590588 -0.32812893
  0.29815254  0.13907872 -0.2447061   0.11852503  0.3978526  -0.10104115
  0.06381635 -0.46964267 -0.00490041  0.02489084  0.07695297 -0.08556943
  0.19440098  0.43898457  0.51955837  0.39394748  0.3466309  -0.11373813
 -0.022275    0.04339618 -0.41418827  0.07387848 -0.00860228 -0.2736034
 -0.02861055  0.26248506]",0.7777777777777768
1329,12163,The Wrestler,7.437283299122152,"[-0.04027314 -0.52233815  0.37336364  0.82283235 -0.4122642  -0.09445959
  0.43341297  0.0188867 ]","[-1.63495824e-01 -4.44619924e-01  2.05476597e-01  2.18164042e-01
  8.88112709e-02 -2.92145878e-01  2.73071498e-01  8.15105811e-02
 -2.38852873e-01  1.12619072e-01  3.39245558e-01 -1.11482255e-01
  9.04786959e-02 -4.27091360e-01  1.00403503e-02  3.81753519e-02
  1.36584667e-02 -8.53096321e-02  1.69670209e-01  4.45075661e-01
  4.69251037e-01  3.71735007e-01  3.24228466e-01 -1.19914331e-01
  2.08260212e-02  8.82885233e-02 -4.18448925e-01  5.75062819e-02
 -6.12569638e-02 -2.50149131e-01 -2.84594338e-04  2.04508409e-01]",0.8809523809523796
1330,1586,Secret Window,6.590860875537883,"[ 0.04772074 -0.4780181   0.31810805  0.69258666 -0.24089217 -0.01441457
  0.57313335 -0.04921466]","[-0.34758088 -0.5975597   0.3161036   0.24884851  0.10069026 -0.42494574
  0.3955889   0.09465612 -0.42437443  0.22508138  0.52063257 -0.10786597
  0.14418459 -0.60741514 -0.03066534  0.04938123  0.08553032 -0.11428682
  0.24282919  0.5802166   0.5741424   0.56318617  0.44308695 -0.15872931
  0.05100383  0.16072255 -0.71554965  0.15011036 -0.14228685 -0.3868736
 -0.00648072  0.29355225]",0.849206349206348
1331,462919,Sierra Burgess Is a Loser,6.365527558383666,"[-0.04371136 -0.58362365  0.44978547  0.82142216 -0.41216865 -0.04526232
  0.430828   -0.04392048]","[-0.03201555 -0.24561495  0.13312744  0.11918585  0.07088269 -0.16743249
  0.14740299  0.04504246 -0.1451647   0.03366406  0.16938429 -0.0677532
  0.06212299 -0.22406389  0.0377532   0.0398215  -0.01634818  0.00349732
  0.06852625  0.2633401   0.26970908  0.17686152  0.18698269 -0.05874564
  0.01012681  0.02635643 -0.18340588  0.01293669 -0.00729313 -0.16927141
 -0.01147021  0.09408109]",0.9603174603174605
1332,12437,Underworld: Rise of the Lycans,6.522559280937468,"[ 0.06495803 -0.6274714   0.38331285  0.78070503 -0.30770704 -0.04198502
  0.45453897 -0.14661871]","[-0.1137457  -0.599123    0.28252426  0.27375183  0.16963167 -0.38198787
  0.3382571   0.1442132  -0.2959621   0.11967341  0.42469445 -0.14358439
  0.11643604 -0.5295757   0.07398526  0.05574198  0.02461414 -0.02249804
  0.18170002  0.59467995  0.6638032   0.44581184  0.42834702 -0.12953934
 -0.00521328  0.06713302 -0.4742303   0.00756764 -0.00542656 -0.38117096
 -0.03686703  0.25216332]",0.8888888888888875
1333,2277,Bicentennial Man,7.174594319219048,"[ 0.02656781 -0.4992356   0.39649498  0.84444225 -0.40717256 -0.08156826
  0.52225     0.0177278 ]","[-0.13134204 -0.5050737   0.22606282  0.2482035   0.13167726 -0.3240578
  0.28629574  0.13171138 -0.27389166  0.10325126  0.3597256  -0.11819905
  0.0923416  -0.46083114  0.05041174  0.0514067   0.01527178 -0.03460955
  0.18028222  0.4716408   0.5488419   0.38569546  0.35919693 -0.0976561
 -0.00126611  0.03801114 -0.4122506   0.03711345 -0.03004056 -0.31815425
 -0.0360626   0.20537214]",0.8095238095238084
1334,22947,Up in the Air,6.8339152401571575,"[-0.04027314 -0.52233815  0.37336364  0.82283235 -0.4122642  -0.09445959
  0.43341297  0.0188867 ]","[-1.7562600e-02 -2.8437024e-01  1.2177787e-01  1.0907418e-01
  1.0418027e-01 -1.4026259e-01  1.3373742e-01  7.3196672e-02
 -9.7461075e-02  2.0927401e-02  1.5223677e-01 -6.9172114e-02
  6.5206237e-02 -2.1073002e-01  6.9735639e-02  2.5628550e-02
 -1.0976589e-02  4.4401992e-02  6.5337270e-02  2.5349912e-01
  3.1197020e-01  1.6386046e-01  1.7798936e-01 -4.5504171e-02
 -6.9237961e-03  1.2973634e-05 -1.5732424e-01 -4.0283471e-02
  8.6179506e-03 -1.7742079e-01 -2.1525733e-02  8.1285901e-02]",0.8888888888888875
1335,9739,Demolition Man,6.684904622542193,"[ 0.07930846 -0.44662943  0.28887257  0.79751515 -0.38795176 -0.05269769
  0.44827214 -0.07078987]","[-0.22215213 -0.53602797  0.24613139  0.25903475  0.13881943 -0.29804564
  0.3341828   0.10492099 -0.2825904   0.19734114  0.44886714 -0.1314739
  0.10196317 -0.47450787  0.00788338 -0.01138604  0.12169551 -0.06257906
  0.21313572  0.453908    0.53759164  0.39379385  0.39559805 -0.10959113
 -0.0418992   0.08492645 -0.50811327  0.01804539 -0.04052295 -0.3586632
 -0.04379471  0.26380968]",0.761904761904761
1336,152760,The Monuments Men,6.111190842227599,"[ 0.05434798 -0.4953028   0.38269237  0.79367983 -0.34973118 -0.0735613
  0.38315406 -0.09151522]","[-0.21887064 -0.42940518  0.25247717  0.28485736  0.03331263 -0.43205112
  0.31501958  0.04720878 -0.32593882  0.10059033  0.41354823 -0.12159221
  0.04519557 -0.5934549  -0.0421632   0.04721352  0.0264468  -0.2538617
  0.23541562  0.5243745   0.55441165  0.49745557  0.40411592 -0.15409438
  0.07431227  0.11285394 -0.4852987   0.16461957 -0.05924023 -0.18802345
  0.00873813  0.29811826]",0.928571428571427
1337,582,The Lives of Others,7.882676298529322,"[ 0.06425059 -0.584404    0.39602634  0.81975293 -0.35418278 -0.06335635
  0.58919406 -0.04291132]","[-0.20825091 -0.418377    0.22660229  0.21731599  0.06761324 -0.33506247
  0.27907848  0.07117118 -0.26469472  0.1361959   0.3832159  -0.08957706
  0.06226137 -0.48148054 -0.04205244  0.03785036  0.04127344 -0.15102747
  0.2065953   0.4489762   0.5079601   0.42762008  0.34811512 -0.1430266
  0.05720219  0.08772589 -0.47367397  0.09179591 -0.05780746 -0.235842
 -0.01115821  0.26613286]",0.8650793650793638
1338,371638,The Disaster Artist,7.06521146104218,"[-0.00513549 -0.63596463  0.5425572   0.8747257  -0.44701773 -0.04850834
  0.4946904  -0.0780216 ]","[-0.17375746 -0.48997965  0.24102135  0.21876201  0.07622441 -0.30963764
  0.30793753  0.03242712 -0.33176917  0.09085333  0.33270535 -0.16482015
  0.09462919 -0.467331    0.04650992  0.04172985 -0.05709815 -0.12540731
  0.1772471   0.4663154   0.45144045  0.471382    0.37603453 -0.10587201
  0.05755001  0.15435371 -0.4539358   0.11040334 -0.13707395 -0.23644908
  0.02744532  0.16561992]",0.9523809523809508
1339,11665,Get Smart,6.229268368588721,"[ 0.05241783 -0.63072497  0.42310122  0.7981108  -0.3678995  -0.01192218
  0.46222448 -0.12579554]","[-0.21597469 -0.49526715  0.20998457  0.20237647  0.10827277 -0.24196781
  0.288797    0.08634727 -0.20896469  0.18473114  0.35923526 -0.16395812
  0.11049003 -0.44365436  0.02725423  0.01871805  0.01056483 -0.09972297
  0.1702449   0.43348008  0.53735876  0.3903889   0.40205508 -0.10384253
  0.03392553  0.11555158 -0.4775296   0.00271033 -0.06155897 -0.29709
 -0.01931517  0.24124834]",0.8809523809523796
1340,1690,Hostel,6.013905444984584,"[ 0.0958568  -0.47314924  0.21414898  0.7185963  -0.28719488 -0.03599073
  0.29671204 -0.16063102]","[-0.07027183 -0.43817872  0.20647992  0.13801675  0.13919242 -0.2727674
  0.24150202  0.08788344 -0.2615854   0.06407671  0.29766902 -0.06899717
  0.11336035 -0.33208287  0.06366056  0.04367754  0.04305724  0.0556435
  0.11043838  0.40121588  0.4220546   0.31361973  0.26824093 -0.09949739
 -0.00999713  0.02362251 -0.35759953  0.00650351 -0.03126737 -0.28527042
 -0.02765845  0.11744095]",0.8650793650793638
1341,4147,Road to Perdition,7.277022150892116,"[ 0.0779836  -0.49768433  0.33035287  0.80231404 -0.35817346 -0.05316107
  0.5653591  -0.07053957]","[-1.51764616e-01 -5.28567970e-01  2.34993681e-01  2.64983267e-01
  1.33711651e-01 -2.76661634e-01  3.34023446e-01  1.10402696e-01
 -2.01631665e-01  1.41220778e-01  3.98288041e-01 -1.40828326e-01
  1.01240575e-01 -4.49260920e-01  4.62028682e-02 -6.77112694e-05
  1.41434073e-01 -2.55459175e-02  1.67650163e-01  4.85616088e-01
  5.70673406e-01  3.63374949e-01  3.98693383e-01 -1.26173407e-01
 -4.96474504e-02  7.57515207e-02 -4.61633444e-01  5.72003564e-03
  2.96575692e-03 -3.64380419e-01 -4.52887975e-02  2.42449716e-01]",0.8333333333333321
1342,419479,The Babysitter,6.182338487174003,"[ 0.02263449 -0.589672    0.4083891   0.76859903 -0.3495862   0.00857075
  0.36118504 -0.16508293]","[-0.05039453 -0.52294856  0.22393915  0.18520401  0.18035991 -0.29148504
  0.26325938  0.12645042 -0.25145018  0.07599469  0.304606   -0.1323156
  0.1377836  -0.39030594  0.10991517  0.05887215 -0.0214461   0.06043307
  0.11392472  0.4704353   0.549573    0.33255672  0.35013917 -0.1056935
 -0.00346079  0.01898707 -0.3772258  -0.03832621 -0.03078522 -0.3406174
 -0.03857715  0.14583257]",0.9523809523809508
1343,136799,Trolls,6.673391082758777,"[-0.00372129 -0.6645617   0.4844385   0.7795566  -0.32848135 -0.01388368
  0.43356296 -0.14628027]","[-0.16760884 -0.38040683  0.23842679  0.2795497   0.04980969 -0.35170272
  0.24948725  0.12525807 -0.18023248  0.10847615  0.36462379 -0.14564566
  0.05611062 -0.4766789   0.00787998  0.0592696  -0.00415985 -0.11499948
  0.15083775  0.5129653   0.54458827  0.37600636  0.3668023  -0.10999364
  0.01921747  0.08526367 -0.37121454  0.08188743 -0.01625489 -0.2439734
 -0.00726908  0.3085728 ]",0.9444444444444446
1344,11887,High School Musical 3: Senior Year,6.577689747136827,"[-0.01957341 -0.5739059   0.46849203  0.781964   -0.37619552 -0.02733073
  0.422216   -0.07622439]","[-0.14523856 -0.62805045  0.34335753  0.38945723  0.14425008 -0.40382305
  0.35952744  0.2227092  -0.16303182  0.06924599  0.4208615  -0.2656416
  0.12437654 -0.62773377  0.19238663  0.08584554 -0.1076841   0.00628505
  0.1596673   0.701145    0.8365557   0.48753467  0.57943827 -0.08495646
  0.03591425  0.07038993 -0.38103238 -0.01644976  0.04480294 -0.43520746
 -0.04683963  0.34482017]",0.8809523809523796
1345,20943,The Ugly Truth,6.515673265489825,"[-0.08572546 -0.5925683   0.43343562  0.7667084  -0.37722403  0.00718097
  0.36438066 -0.07262655]","[-0.07974042 -0.49926093  0.2324552   0.20921654  0.14085174 -0.2965201
  0.26383308  0.10993173 -0.2437173   0.0830485   0.31507152 -0.17652516
  0.12039954 -0.43617854  0.11436858  0.06377979 -0.05141193  0.0071219
  0.12362289  0.4970667   0.5684443   0.36975017  0.3873808  -0.07683373
  0.02351237  0.04822436 -0.38147724 -0.00905187 -0.03663722 -0.33792266
 -0.02169213  0.17676984]",0.8888888888888875
1346,298250,Jigsaw,6.256072039718268,"[ 0.06376609 -0.47639513  0.283455    0.7012565  -0.2563264  -0.02160662
  0.48099294 -0.08635344]","[-0.06152768 -0.71495813  0.32146677  0.18348245  0.26763627 -0.39732888
  0.37895012  0.18007989 -0.38802218  0.08054116  0.44532382 -0.11541111
  0.19705679 -0.44220543  0.13628085  0.03326853  0.11354351  0.20815372
  0.15463671  0.58568513  0.62489915  0.42483816  0.38806912 -0.17125463
 -0.07770278  0.01834319 -0.4946356  -0.0634619   0.00345381 -0.49400035
 -0.06165846  0.12474167]",0.9523809523809508
1347,37094,Falling Down,7.290936474030601,"[ 0.0779836  -0.49768433  0.33035287  0.80231404 -0.35817346 -0.05316107
  0.5653591  -0.07053957]","[-1.7303580e-01 -5.2660775e-01  1.9862048e-01  1.3150957e-01
  1.8772131e-01 -1.1410610e-01  2.7722070e-01  8.2502097e-02
 -2.0198749e-01  1.9980355e-01  2.8107557e-01 -1.9777590e-01
  1.7420684e-01 -3.5461220e-01  1.3841996e-01  3.1031796e-04
 -2.7579667e-02  1.8415269e-02  1.1891857e-01  3.6092645e-01
  4.4990939e-01  2.7584702e-01  3.6879656e-01 -4.1455701e-02
  1.0222439e-03  8.2769863e-02 -4.1636133e-01 -7.3868275e-02
 -1.0425701e-01 -3.7883100e-01 -2.6862161e-02  9.3788452e-02]",0.761904761904761
1348,290098,The Handmaiden,8.068797935109671,"[ 0.00254602 -0.5492499   0.35209826  0.78477365 -0.3502787  -0.055161
  0.49383044 -0.02051363]","[-0.1155493  -0.38745937  0.18481952  0.16811506  0.09187096 -0.2751741
  0.23586938  0.09165983 -0.2143492   0.07068383  0.28765655 -0.11174098
  0.08297461 -0.38036028  0.05813014  0.06057871 -0.03060308 -0.03983335
  0.12362454  0.39870355  0.45045772  0.32462347  0.2948408  -0.07085615
  0.03163992  0.06041154 -0.33559218  0.04383362 -0.04396094 -0.25426042
 -0.00920255  0.17008136]",0.9444444444444446
1349,2280,Big,7.108405841436882,"[-0.02908296 -0.59983873  0.4691792   0.8213522  -0.38031977 -0.03700704
  0.43749252 -0.11461321]","[-0.0747043  -0.38443702  0.18196166  0.17638965  0.11891733 -0.24132477
  0.22247827  0.09932715 -0.17345418  0.04946464  0.24800846 -0.14375338
  0.08166116 -0.34944624  0.10045684  0.05265027 -0.04662055 -0.00738642
  0.1153437   0.38631406  0.44935697  0.29226705  0.32258064 -0.06487221
  0.02497825  0.04516677 -0.28170663  0.00700054 -0.02649873 -0.25653058
 -0.01378329  0.16254044]",0.7222222222222214
1350,41446,Scream 4,6.433296270054351,"[ 0.05155697 -0.41305602  0.2703988   0.6975566  -0.27133578 -0.04412803
  0.41415668 -0.07987303]","[-0.10687237 -0.578914    0.2692351   0.13404852  0.18615238 -0.32193777
  0.3055384   0.10965847 -0.34040293  0.09062637  0.35333574 -0.1012107
  0.16780236 -0.40350136  0.08452106  0.06411663  0.03243839  0.09296065
  0.13026804  0.49567795  0.49962753  0.38667345  0.32401863 -0.1291103
 -0.01264559  0.05253505 -0.47988516  0.00467231 -0.07385418 -0.3824262
 -0.03741838  0.1078343 ]",0.9047619047619033
1351,37136,The Naked Gun: From the Files of Police Squad!,7.171276599090277,"[ 0.02743089 -0.5152199   0.40081754  0.79301894 -0.38906616  0.01018086
  0.47167364 -0.14766546]","[-0.22391748 -0.71149427  0.25929198  0.23307942  0.23883879 -0.19076826
  0.37662125  0.1296424  -0.22889711  0.25585514  0.4178419  -0.27283385
  0.20289679 -0.5119128   0.16468294  0.00779132 -0.02289195 -0.03560843
  0.19247662  0.51580185  0.69140106  0.4006459   0.52861905 -0.05879857
  0.02561109  0.12048224 -0.54867846 -0.11001027 -0.09670733 -0.5009457
 -0.05206342  0.19694376]",0.7222222222222214
1352,8810,Mad Max 2,7.307663993755881,"[ 0.08788467 -0.59693855  0.34934545  0.7916342  -0.32026    -0.05358476
  0.4817449  -0.09315738]","[-0.11360528 -0.5307214   0.22418474  0.24285841  0.16932836 -0.29988682
  0.30037785  0.1366881  -0.23259032  0.11652105  0.38186273 -0.12338509
  0.10662823 -0.4327065   0.07082789  0.02366271  0.07541434  0.01957277
  0.17598154  0.45294806  0.56392944  0.35512847  0.36692467 -0.09348819
 -0.03595773  0.0279231  -0.39495862 -0.02486358  0.01147156 -0.35107082
 -0.04995895  0.20412332]",0.6666666666666661
1353,87093,Big Eyes,6.955087396109927,"[ 0.04031683 -0.5657345   0.4824852   0.9308497  -0.4820579  -0.1501489
  0.5637227   0.01349164]","[-0.15729181 -0.5708185   0.28891784  0.2557677   0.09553465 -0.37453106
  0.3518503   0.02006316 -0.38717213  0.05511901  0.34968707 -0.19373195
  0.11595622 -0.54331326  0.08055651  0.05885522 -0.10131536 -0.12175284
  0.2017258   0.56654     0.5477372   0.5481852   0.43730915 -0.12619703
  0.05809378  0.17048363 -0.4971033   0.13139948 -0.14911653 -0.27133015
  0.04701721  0.18033569]",0.928571428571427
1354,59961,Safe House,6.471431181405469,"[ 0.10392067 -0.59299004  0.33333725  0.7878653  -0.3458605  -0.04444937
  0.48050773 -0.10392589]","[-0.16441932 -0.49808773  0.22096549  0.21092948  0.136241   -0.23305771
  0.28748232  0.07668744 -0.22853503  0.16129184  0.37749493 -0.1410447
  0.09117636 -0.40573612  0.01001996  0.00169897  0.06425062 -0.07022235
  0.153087    0.40919882  0.5033744   0.3401415   0.3637965  -0.12667067
 -0.02171421  0.08388303 -0.44644225 -0.02370108 -0.03592486 -0.32186863
 -0.03865373  0.20550427]",0.9126984126984112
1355,9335,Transporter 2,6.354632374359256,"[ 0.10443032 -0.5034084   0.28856012  0.7810555  -0.35262528 -0.04055642
  0.49290156 -0.11121595]","[-0.10312731 -0.4392519   0.19788268  0.17889243  0.138084   -0.23438023
  0.24340017  0.09370606 -0.20020889  0.10437323  0.30583766 -0.10893156
  0.09842636 -0.35586306  0.04471731  0.02440322  0.04136544 -0.00106276
  0.1327509   0.37671706  0.4573724   0.29500893  0.30657375 -0.07979127
 -0.02270757  0.0390849  -0.35616562 -0.00733423 -0.02382511 -0.28535026
 -0.03421767  0.1713215 ]",0.8571428571428559
1356,446021,Bad Times at the El Royale,6.814187173784104,"[ 0.06030198 -0.46150392  0.32942683  0.7708647  -0.33249927 -0.05293714
  0.5569197  -0.05268344]","[-7.69885406e-02 -4.11505997e-01  1.79255500e-01  1.58566609e-01
  1.15256004e-01 -2.48452291e-01  2.21228808e-01  7.90290236e-02
 -2.13144973e-01  6.93994239e-02  2.52713114e-01 -1.14003576e-01
  9.80131552e-02 -3.42813343e-01  6.28416017e-02  3.63011695e-02
 -1.20922169e-02 -2.45783274e-04  1.14961915e-01  3.85793686e-01
  4.43691909e-01  3.03845346e-01  2.84468770e-01 -9.47585478e-02
  8.12524743e-03  4.59819101e-02 -3.29823941e-01  5.92467934e-03
 -5.00800461e-02 -2.47761592e-01 -1.99723821e-02  1.45205930e-01]",0.9603174603174605
1357,853,Enemy at the Gates,7.323213472869671,"[ 0.03257832 -0.46610153  0.3912208   0.76921505 -0.31117046 -0.06063676
  0.3954221  -0.08584113]","[-9.48585421e-02 -5.04052758e-01  2.45323747e-01  2.34298214e-01
  1.07134663e-01 -3.29939485e-01  3.21869642e-01  7.87899569e-02
 -2.85302490e-01  7.71174580e-02  3.33884865e-01 -1.48490533e-01
  1.00556247e-01 -4.48793530e-01  7.18519464e-02  5.45771271e-02
  4.50533378e-04 -6.73161894e-02  1.50731847e-01  4.93279994e-01
  5.47913015e-01  4.10519719e-01  3.76884341e-01 -1.21352844e-01
  9.77791660e-03  9.39933211e-02 -3.90214980e-01  3.20605710e-02
 -6.43042251e-02 -2.93458730e-01 -1.68100260e-02  1.85419321e-01]",0.8253968253968242
1358,65086,The Woman in Black,6.189241462742622,"[ 0.074786   -0.547319    0.33540055  0.7860341  -0.33185348 -0.05423448
  0.49170008 -0.08215121]","[-0.21052504 -0.72819537  0.25515866  0.30861062  0.13438527 -0.31594956
  0.40546525  0.14723967 -0.24836665  0.17800637  0.507884   -0.20280255
  0.11417253 -0.57950836  0.03202292  0.05795994  0.09324223 -0.08323204
  0.23696254  0.6037201   0.74124455  0.5131602   0.4936309  -0.22515905
 -0.04708179  0.14396115 -0.5602476  -0.00820121 -0.00304982 -0.43012342
 -0.01181282  0.30305812]",0.9126984126984112
1359,646,Dr. No,6.9601775540449236,"[ 0.11290663 -0.65167254  0.36229232  0.802834   -0.3162509  -0.06711713
  0.48206744 -0.13153116]","[-0.36283267 -0.48889259  0.22219571  0.31627828 -0.02350234 -0.3618572
  0.33526257  0.08191699 -0.22804879  0.216076    0.53668046 -0.13345104
  0.02422577 -0.618779   -0.1561442   0.06905401  0.08576495 -0.33748806
  0.3039859   0.5025387   0.62178314  0.5617867   0.4220129  -0.22839317
  0.03762231  0.2033611  -0.59993976  0.1452458  -0.04166595 -0.22705945
  0.01726035  0.42193606]",0.5158730158730158
1360,667538,Transformers: Rise of the Beasts,7.400060085306764,"[ 0.08778477 -0.59489363  0.36260474  0.8192935  -0.3515774  -0.0792584
  0.43743804 -0.09110508]","[-0.00127656 -0.67325974  0.25563744  0.31715134  0.2732277  -0.34494704
  0.3388093   0.21257411 -0.18824393  0.05061668  0.3900296  -0.20423621
  0.11109815 -0.511975    0.18842559  0.04086637  0.02030559  0.13788314
  0.19729164  0.5976729   0.8095097   0.36609033  0.4501347  -0.07790926
 -0.05853461 -0.06298976 -0.30144793 -0.157272    0.08129168 -0.46457905
 -0.06675778  0.22625035]",0.9999999999999982
1361,762504,Nope,6.876082432750468,"[ 0.03864424 -0.41961622  0.28376746  0.71771604 -0.29165292 -0.03374789
  0.43636355 -0.04592736]","[-0.06648003 -0.569959    0.19438559  0.21435681  0.24901146 -0.22486483
  0.32560086  0.13605215 -0.18976726  0.13031293  0.3375561  -0.21579108
  0.13720284 -0.3772854   0.16465974  0.0086942   0.00702017  0.06022251
  0.16497086  0.45180494  0.59486085  0.32415617  0.40219808 -0.06832059
 -0.03268531 -0.01816647 -0.3384636  -0.14022674  0.0225844  -0.43163976
 -0.0392378   0.14764236]",0.9920634920634921
1362,12244,9,6.88224400454886,"[ 0.04572409 -0.61695987  0.3609627   0.7961131  -0.3414094  -0.04007953
  0.479263   -0.08253395]","[-0.25795573 -0.4310374   0.19309008  0.2796618   0.0710964  -0.346856
  0.28560746  0.13913284 -0.24673761  0.16416556  0.43893176 -0.09562401
  0.02725747 -0.46267068 -0.03510265 -0.0193862   0.107967   -0.10036322
  0.23651136  0.38083267  0.4669863   0.36627203  0.33089143 -0.0696586
 -0.03254382  0.05620972 -0.41647676  0.09707227  0.00587666 -0.29139286
 -0.04360121  0.27620253]",0.8888888888888875
1363,347031,Swiss Army Man,6.876023995866646,"[-0.00264456 -0.64326847  0.45056456  0.8126844  -0.34498754 -0.05705919
  0.43605453 -0.1101015 ]","[-0.08811395 -0.580645    0.24766263  0.20749788  0.19066419 -0.32207742
  0.300996    0.13363956 -0.3206793   0.09889235  0.3397892  -0.15281016
  0.13186185 -0.4503098   0.12802617  0.06148518  0.00378129  0.05376425
  0.15339181  0.51462084  0.5817145   0.39380237  0.3953416  -0.08249301
 -0.00353437  0.03687322 -0.41679814 -0.02650003 -0.04226539 -0.3804164
 -0.03268536  0.15690781]",0.9444444444444446
1364,658,Goldfinger,7.269729881413393,"[ 0.11290663 -0.65167254  0.36229232  0.802834   -0.3162509  -0.06711713
  0.48206744 -0.13153116]","[-0.20173013 -0.46407515  0.20691682  0.25653955  0.0614904  -0.29483786
  0.29756486  0.10121819 -0.1852001   0.11635277  0.39791104 -0.11610676
  0.07417286 -0.47559032 -0.01275605  0.06202195  0.01962729 -0.14677107
  0.19706848  0.44104642  0.5572967   0.41860014  0.3489067  -0.14899659
  0.00195093  0.09999927 -0.40532598  0.05776569 -0.03302359 -0.22857508
 -0.009569    0.28865564]",0.5317460317460316
1365,8271,Disturbia,6.685807641813292,"[ 0.04525277 -0.5072569   0.37290046  0.77200764 -0.32128075 -0.05965935
  0.5699965  -0.02831256]","[-0.17956924 -0.6945398   0.35107696  0.11704978  0.2075212  -0.37214217
  0.3888553   0.11768489 -0.4448984   0.13406093  0.4125799  -0.08267554
  0.24114837 -0.44314405  0.10862795  0.03116424  0.08090046  0.1453598
  0.15975265  0.5418995   0.50013393  0.43687674  0.35009372 -0.13001984
 -0.01614211  0.08858383 -0.61377776  0.02939621 -0.1290091  -0.46979737
 -0.04735535  0.09691194]",0.8730158730158717
1366,8645,The Happening,5.530634279272802,"[ 0.05050157 -0.51790506  0.31003612  0.73334557 -0.27929744  0.00522428
  0.5477214  -0.03867516]","[-0.16131969 -0.35395694  0.19409478  0.19388402  0.05938865 -0.28399372
  0.23825192  0.08801255 -0.2339844   0.09511349  0.31225905 -0.07990365
  0.06172716 -0.3854582  -0.01205699  0.04881145  0.01146525 -0.07739896
  0.15881462  0.38624847  0.41161847  0.34914473  0.2788863  -0.09790187
  0.0275907   0.07229473 -0.3656493   0.08885141 -0.04577249 -0.2077176
 -0.00517871  0.20180833]",0.8809523809523796
1367,397837,Before I Fall,6.937009734856764,"[ 0.03069776 -0.5545512   0.40049136  0.77060187 -0.29881057 -0.05400859
  0.52814776 -0.0792355 ]","[-0.14156866 -0.59129244  0.2657763   0.28001055  0.13598393 -0.3934622
  0.338442    0.16425788 -0.30020162  0.0964018   0.40468553 -0.17161393
  0.08477974 -0.5162798   0.06030778  0.08720996 -0.01540626 -0.02621379
  0.18926793  0.54427993  0.648269    0.4598165   0.42456344 -0.10358133
  0.01874788  0.05909247 -0.44784188  0.0378395  -0.05444701 -0.37227598
 -0.02697477  0.22783494]",0.9523809523809508
1368,262391,Serial (Bad) Weddings,6.674310670868769,"[-0.05058781 -0.7061948   0.6026292   0.8186017  -0.41197753  0.05313222
  0.42565805 -0.16953485]","[-0.12101708 -0.50948226  0.2414961   0.18597484  0.13094804 -0.31211025
  0.28214762  0.07652901 -0.29364955  0.09945481  0.32184985 -0.1397807
  0.16168146 -0.45743856  0.08757479  0.04675212 -0.0419968  -0.02446379
  0.14999975  0.50140876  0.5510978   0.4095374   0.39008486 -0.0832646
  0.03966513  0.08751668 -0.43582815  0.02961991 -0.08984104 -0.3339756
 -0.00753579  0.15710865]",0.928571428571427
1369,5176,3:10 to Yuma,7.142136668257537,"[-0.01005403 -0.22601046  0.353276    0.37621066 -0.18958272 -0.08537301
  0.29593083 -0.03320458]","[-0.16728766 -0.46982017  0.21531914  0.24254744  0.11165708 -0.29166558
  0.2866465   0.09642517 -0.2381294   0.13026983  0.3672489  -0.14598455
  0.08580632 -0.44394982  0.03626521  0.04400874  0.01261204 -0.08215459
  0.17765424  0.46445778  0.52965367  0.38597167  0.3764945  -0.1137064
  0.02339886  0.08571781 -0.41494808  0.05099945 -0.04291408 -0.28813988
 -0.01459651  0.23338263]",0.8730158730158717
1370,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,6.085331733079416,"[ 0.04229062 -0.6085529   0.44074377  0.8305184  -0.38008052 -0.03936699
  0.4460699  -0.13043007]","[-1.10126145e-01 -4.76324648e-01  2.42722988e-01  3.75388056e-01
  1.31460235e-01 -2.63778806e-01  3.23068649e-01  1.82627037e-01
 -5.11012599e-02  1.21867627e-01  4.33239073e-01 -1.34136736e-01
  5.80599122e-02 -3.96639079e-01  4.13602702e-02  2.12577870e-04
  2.66683012e-01 -1.00105889e-02  1.49017602e-01  4.80015576e-01
  6.24773085e-01  3.21941882e-01  4.03038651e-01 -1.26212209e-01
 -1.33453980e-01  2.12143045e-02 -3.26473027e-01 -1.76497195e-02
  1.32799715e-01 -3.39100480e-01 -8.40540379e-02  3.53626579e-01]",0.9444444444444446
